Name,#,Year,Team,Matchday,Team 1,Team 2,M,GC,OG,S,STP,SF,FYC,SYC,RC
M.PERIN,1,2020-2021,GENOA,1,GENOA,CROTONE,95',1,0,3,0,0,0,0,0
M.PERIN,1,2020-2021,GENOA,3,GENOA,TORINO,99',2,0,0,0,0,0,0,0
M.PERIN,1,2020-2021,GENOA,4,HELLAS VERONA,GENOA,95',0,0,12,2,0,0,0,0
M.PERIN,1,2020-2021,GENOA,5,GENOA,INTER,93',2,0,2,0,0,0,0,0
M.PERIN,1,2020-2021,GENOA,6,SAMPDORIA,GENOA,93',1,0,2,0,0,0,0,0
M.PERIN,1,2020-2021,GENOA,7,GENOA,ROMA,96',3,0,7,0,0,0,0,0
M.PERIN,1,2020-2021,GENOA,8,UDINESE,GENOA,99',1,0,2,0,0,0,0,1
M.PERIN,1,2020-2021,GENOA,11,GENOA,JUVENTUS,94',3,0,6,1,0,1,0,0
M.PERIN,1,2020-2021,GENOA,12,GENOA,MILAN,94',2,0,2,0,1,0,0,0
M.PERIN,1,2020-2021,GENOA,13,BENEVENTO,GENOA,95',2,0,1,0,0,0,0,0
M.PERIN,1,2020-2021,GENOA,14,SPEZIA,GENOA,96',1,0,3,0,0,0,0,0
